"#AUTHID","STATUS","sEXT","sNEU","sAGR","sCON","sOPN","cEXT","cNEU","cAGR","cCON","cOPN","DATE","NETWORKSIZE","BETWEENNESS","NBETWEENNESS","DENSITY","BROKERAGE","NBROKERAGE","TRANSITIVITY"
"57c2d8496ceb8e92022bcac20cca27e1","has been wild a-rumpusing! Happy fall break to all.",3.55,1.40,4.45,4.15,4.80,"n","n","y","y","y",10/17/09 05:44 AM,77,2830.5,99.32,0.03,2837,0.5,0.01
"57c2d8496ceb8e92022bcac20cca27e1","playing guitar and howling at the moon.",3.55,1.40,4.45,4.15,4.80,"n","n","y","y","y",12/03/09 04:20 AM,77,2830.5,99.32,0.03,2837,0.5,0.01
"57c2d8496ceb8e92022bcac20cca27e1","""You coud tell by our soft feet that we were strangers in the land.""",3.55,1.40,4.45,4.15,4.80,"n","n","y","y","y",12/08/09 06:34 PM,77,2830.5,99.32,0.03,2837,0.5,0.01
"57c2d8496ceb8e92022bcac20cca27e1","""May we suggest giving away what you don't use or need to someone who will worship it by utilizing its potential? If there are things you need, ask your friends first before you add your dollars to the bonfire of consumerism."" -- Best.Cookbook.Ever.",3.55,1.40,4.45,4.15,4.80,"n","n","y","y","y",11/24/09 04:36 AM,77,2830.5,99.32,0.03,2837,0.5,0.01
"57c2d8496ceb8e92022bcac20cca27e1","Thinking about digging out the firepit for a post New Year's bonfire. Will folks be around// interested in putting together some sort of shindig?",3.55,1.40,4.45,4.15,4.80,"n","n","y","y","y",12/23/09 09:29 PM,77,2830.5,99.32,0.03,2837,0.5,0.01
"57c2d8496ceb8e92022bcac20cca27e1","+4 modifier to cuddle puddle optimization. Yay!",3.55,1.40,4.45,4.15,4.80,"n","n","y","y","y",12/06/09 08:12 PM,77,2830.5,99.32,0.03,2837,0.5,0.01
"57c2d8496ceb8e92022bcac20cca27e1","is having trouble making sense of her coursework: ""Three feet of new powder on a stable base has made the tree skiing orgasmic."" Er....",3.55,1.40,4.45,4.15,4.80,"n","n","y","y","y",01/04/10 03:17 AM,77,2830.5,99.32,0.03,2837,0.5,0.01
"57c2d8496ceb8e92022bcac20cca27e1","""Soy Nog."" Lolwut.",3.55,1.40,4.45,4.15,4.80,"n","n","y","y","y",12/20/09 03:40 PM,77,2830.5,99.32,0.03,2837,0.5,0.01
"57c2d8496ceb8e92022bcac20cca27e1","40� weather the day I leave for Oregon? Maine, you are a fickle mistress.",3.55,1.40,4.45,4.15,4.80,"n","n","y","y","y",01/16/10 06:40 PM,77,2830.5,99.32,0.03,2837,0.5,0.01
"57c2d8496ceb8e92022bcac20cca27e1","got lost and bought a plant!",3.55,1.40,4.45,4.15,4.80,"n","n","y","y","y",09/05/09 12:53 AM,77,2830.5,99.32,0.03,2837,0.5,0.01
"57c2d8496ceb8e92022bcac20cca27e1","dear gods, respiratory arrest.",3.55,1.40,4.45,4.15,4.80,"n","n","y","y","y",01/22/10 07:16 AM,77,2830.5,99.32,0.03,2837,0.5,0.01
"57c2d8496ceb8e92022bcac20cca27e1","learning all about self-liberation. Hooray!",3.55,1.40,4.45,4.15,4.80,"n","n","y","y","y",02/04/10 08:22 PM,77,2830.5,99.32,0.03,2837,0.5,0.01
"970197105b41eac939d4fc3cec25137b","I like this work, play and no class thing...summer should happen more often",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",06/18/09 08:49 PM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","<3 baking cookies",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",06/24/09 03:29 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","Ready for an awesome summer at Stanford!!",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",06/18/09 12:35 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","I'm MeLTING",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",06/29/09 05:17 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","why does it feel like it should be the weekend by nowwww",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",07/09/09 10:40 PM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","migraine = :(",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",07/31/09 01:23 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","must write essays!",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",08/13/09 07:07 PM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","<3's picnics",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",08/23/09 06:10 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","<//3 new dentist",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",08/25/09 05:11 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","<3's Hawaii",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",08/31/09 02:53 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","<3's pedicures",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",08/26/09 10:34 PM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","back to workkk",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",09/02/09 06:01 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","one more week to catch up on life...then VACATION",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",08/10/09 03:17 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","<3's dancing",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",09/16/09 04:07 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","home in the heights!",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",08/20/09 04:49 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","breath of relief!!!!",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",09/19/09 01:34 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","<3's catching up with friends",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",08/22/09 09:22 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","<//3 softball :(",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",08/24/09 03:18 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","PROJECT RUNWAY!!",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",08/21/09 05:00 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","needs to focussss",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",10/08/09 04:25 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","senoritis go away please! oh and take my flu with you.",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",10/12/09 03:00 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","I'M GOING TO BE A DOCTOR!",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",11/04/09 09:21 PM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","HAPPY THANKSGIVING!",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",11/26/09 09:30 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","no more shopping!!!",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",11/28/09 11:03 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","Home for Thanksgiving! <3",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",11/23/09 02:09 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","is locked out of her room, with no roomates or RAs in sight :(",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",10/17/09 12:13 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","in SD :D",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",12/06/09 05:33 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","DONE DONE DONE!!!! :D",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",12/10/09 12:25 PM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","stuck in SD airport for.....ever?",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",12/08/09 12:35 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","Best Birthday Ever! 3 Surprise dinner//get-together//party, and VEGAS on Halloween <3 Thanks to everyone that made my 21st special!",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",11/02/09 06:27 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","<3 rain when I'm not driving in it!",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",12/13/09 02:50 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","sleep? who needs it",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",12/22/09 11:44 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","off to christmas in vegas with family <3",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",12/25/09 03:03 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","Heading back to LA :)",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",12/12/09 05:42 PM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","Happy New Year and Decade Everyone!!!!",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",01/01/09 01:08 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","a day of snowboarding = most exercise I've had all of break",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",12/31/09 04:54 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","aghhh almost christmas :DD",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",12/18/09 08:02 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","THREE DAYS TO CHRISTMAS!!!!!! <3 <3",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",12/22/09 07:44 AM,959,441049,96.21,0.01,453251,0.49,0.1
"970197105b41eac939d4fc3cec25137b","Happy Hour w// the drawmates :D",4.00,1.95,4.25,3.55,3.45,"y","n","y","y","n",01/23/10 01:58 AM,959,441049,96.21,0.01,453251,0.49,0.1
"cd99c28741e42fd9792616d3a4328f17","is shocked at her grades, not as bad as I thought!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",06/19/09 04:18 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","is sooo sick of douche bags! kick rocks bitches!!!!!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",07/03/09 03:25 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","3 days clesased! woo!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",07/19/09 09:13 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","is sooooo stressed out! argh...where is katie????",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",08/06/09 07:19 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","is getting ready to get crunk and party like its 1999! holla at a playa! LOL",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",08/07/09 09:04 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","not to be a bitch but...if i hear about one more celeb dying from drug overdose i'm going to fing lose it...get it together and act like adults...ridic",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",08/29/09 05:01 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","suggests everyone see harry potter and bruno! both great movies!!!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",07/19/09 09:28 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","is not for the narrow minded!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/04/09 05:38 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","keep hatin bitches...i'm just getting started! weeeee",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",08/28/09 12:12 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","s toenails look neon in the sun, but grungie in the shade...don't get yellow! LOL",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/08/09 12:41 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","is sooooo excited to see Mu Sochua speak today!!!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/15/09 01:00 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","wants to do something fun!!! any ideas??",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/19/09 02:55 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","I've got a lovely bunch of coconuts, deedle-e-dee!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/22/09 01:13 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","skipped the gym today, but is willing to make up for it by dancing!! going to mix! WOO",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/17/09 01:25 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","we've all done things that we are ashamed of...if anyone saw kanye on leno tonight well...he's not sooooo bad. :-)",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/15/09 07:42 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","Come on Cowboys!!!!!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/29/09 01:59 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","is waiting for the progressive man wishing she were at the gym! :-(",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/17/09 08:26 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","wishing away my weekend so I can watch Monday night football!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/25/09 05:39 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","COWBOYS WIN!!!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/29/09 04:28 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","What the french is this tsunami business about!?!?",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/30/09 02:53 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","just realized I'm missing lovefest! wtf! :-(",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",10/03/09 08:06 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","*PROPNAME*: So... Saturday night, the big night. Date night. Saturday night, Sa-tur-day night! *PROPNAME*: No plans, huh? *PROPNAME*: Not a one. ~~HA HA HA HA HA!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/26/09 04:53 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","i want to carve a pumpkin!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",10/11/09 10:42 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","ready for a new day after a disappointing evening!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/21/09 03:51 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","yeah buddy! cowboys!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",10/11/09 10:03 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","why does everyone think the rain is time to play or walk extremely slow with their heads down....WTF!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",10/13/09 08:50 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","oh yes its ladies night, and the feelins right! oh yes its ladies night, oh what a night...",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",10/08/09 09:13 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","i got that boom boom pow! lol lol lol!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/08/09 05:18 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","what is everyone doing tonight?? i'm so bored.....",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",08/29/09 02:07 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","Out in Sacramento tonight! Starting at Badlands! WOO HOO!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/20/09 03:28 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","biggest loser!!!! lol",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",10/21/09 03:52 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","ok...2 assignments and a midterm...then let the festivities begin! YAYYYYY!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",10/29/09 04:46 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","school...back to real life! :-(",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",10/27/09 08:06 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","La Novia de Chucky...lol",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",10/28/09 07:12 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","my hangover + klonopin + gresy ass breakfast = festive events in me bed! :-)",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/01/09 04:18 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","Let's go Cowboys!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/20/09 06:44 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","""and a britney song was on, and the britney song was on, and the britney song was on! so I put my hands up, they're playin my song, And the butterflys fly away, Noddin� my head like yeah, Moving my hips like yeah"" ~ oh yes, i went there!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/03/09 03:17 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","mom: ""so you're playing hard to get? me: ""who's playin, I am hard to get!"" LOL LOL LOL",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",09/22/09 06:42 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","should be studying but is being naughty! tisk tisk! LOL",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/03/09 01:42 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","davis is toxic...",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/17/09 12:56 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","Please fill out my survey at CA *PROPNAME* Survey Group!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/12/09 09:16 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","feeling productive!! YEE!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/12/09 07:33 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","just realized how much she missed all the girls! love you guys! XOXO",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/18/09 07:41 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","is trying to find a movie to wath online...any suggestions??",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/24/09 07:25 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","I am officially addicted to twilight! books and all!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/23/09 11:23 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","restless...",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",12/05/09 03:55 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","irritated...",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/28/09 05:13 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","what is a gamora party??",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/30/09 03:37 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17",":-DaaaaAAAAAHHHHH! tomorrow is the big day! SOOOOO excited!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",10/23/09 09:17 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","1 pot of coffee + very little sleep = a spastic delirious pammy! wee",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",12/03/09 06:45 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","just saw a flash of channy's face on a commercial! YAY!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",12/07/09 07:07 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","just experienced her first clarksburg light parade! LOL",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",12/05/09 04:11 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","time to study...all done tomorrow night! yee!!!!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",12/08/09 04:55 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","being where I'm from, agricultural labor should be much more interesting to me...but, ughhhhhhhh! definately narrowing down potential career paths!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/10/09 10:35 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","why do i choose to embarrass myself every chance I get? ugh.",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",12/07/09 08:59 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","i need another movie...damn insomnia!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/26/09 10:07 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","is a wee bit disappointed! :-(",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/08/09 04:44 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","i'm on keeli's side...call me high school! LOL",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",12/13/09 08:53 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","omg...finally got the next twilight book...yay!!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",12/16/09 06:52 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","HOLLER FOR GOOD GRADES!!!! woo hoo!",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",12/16/09 07:05 AM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","football and basketball at center court?",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/08/09 11:52 PM,699,236036,97.03,0.01,240885,0.5,0.09
"cd99c28741e42fd9792616d3a4328f17","How bout them cowboys!!! YEE",4.75,2.75,3.00,3.25,2.75,"y","n","n","n","n",11/09/09 04:57 AM,699,236036,97.03,0.01,240885,0.5,0.09
