"#AUTHID","STATUS","sEXT","sNEU","sAGR","sCON","sOPN","cEXT","cNEU","cAGR","cCON","cOPN","DATE","NETWORKSIZE","BETWEENNESS","NBETWEENNESS","DENSITY","BROKERAGE","NBROKERAGE","TRANSITIVITY"
"603f11575493fd2df5d15faa9c96cec8","http:////www.youtube.com//watch?v=Sib2L6A6xgw",2.38,3.25,3.38,3.25,3.38,"n","y","n","n","n",11/01/09 06:58 AM,82,2956.54,91.25,0.09,3036,0.47,0.38
"603f11575493fd2df5d15faa9c96cec8","i need a job",2.38,3.25,3.38,3.25,3.38,"n","y","n","n","n",10/26/09 06:55 AM,82,2956.54,91.25,0.09,3036,0.47,0.38
"d7e500ad854a1b6ced39e53a525b8a6d","is checking her facebook a little more than she used to...but facebook still bombards her with more information than she has time to fool with!  Taking things at a glance.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",07/09/09 07:16 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","is sick as a dog & about to go home early...bluhhhh",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/06/09 08:45 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","is sick of the pain.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/13/09 02:31 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","...",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/10/09 08:25 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","I will be fine.  I've gotten through everything that has ever been thrown at me--nothing can keep me down for long.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/10/09 09:03 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","will probably be taking a hiatus from facebook again for a bit...you know where to reach me if you wish to do so!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/14/09 07:41 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","has a tummyache (again, stupid tummy) but is otherwise alright!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/11/09 06:57 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","isn't gonna fool with facebook applications, but does check facebook briefly every day now, for what it's worth...",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",07/28/09 07:13 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","...my heart hurts.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/10/09 07:34 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","is somewhat on hiatus from facebook for a while...may check it occasionally...*shrug*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/18/09 07:46 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","is very well-rested, lol.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/10/09 05:26 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","is doin' alright. Something I've come to realize: you can't depend on anyone ALL the time...but ALMOST all the time is a damn good percentage!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/11/09 01:15 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","is so glad I finally tried a chiropractor!  My back hasn't felt this good in ages!  I was very crackly, lol.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/12/09 06:52 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Is still pretty much on facebook hiatus...if you message me I'll probably answer though. Otherwise, most of you know where to find me!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/27/09 12:23 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","is relaxing...",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/11/09 11:34 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Feeling pretty good since the whole 'tweaking my outlook' kick I've been on...except for this sore throat//sniffles thing, geh. But I'll live...hey, drinking tea goes along with the zen thing anyway, lol.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",12/16/09 08:37 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","is determined to be strong.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/13/09 07:16 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","feels kinda better after going home early yesterday & resting...24-hour bug?  Whatever it was I'ma try to take it easy today too.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/07/09 04:59 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","gonna stay late at work to get some extra stuff done, & then go home & veg out. I'm a geezer today, I guess...",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",08/07/09 08:57 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","I mean to go to bed early (to get over the Plague of Atlanta), and yet I end up staying up all night doing practically nothing.  Story of my life.  Hmph!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/24/09 08:07 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Bev quote of the hour: ""Bah, the chaos gods can suck my intangible throbbing member.""",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/22/09 03:32 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Doing enough work to compensate for being in Atlanta Thursday & Friday...blehhhh.  (Still at work at frickin' midnight!)  But the trip, the company & the brief respite from LI will be soooo bloody appreciated.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/14/09 04:04 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Am engaged in battle with the Plague-beasts of Atlanta. *sneeze*  Vitamins make good ammo in such altercations!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/20/09 05:19 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Yay Mythbusters!  Ninjas, explosions, and science, oh my! :D *nerdnerdnerd*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/25/09 01:03 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","This morning my dad said ""it smells weird in your apartment.""  Found the culprit--something in my dad's house upstairs sprung a leak...right through my bedroom ceiling, saturating my bedroom.  My mattress, lots of pillows, some expensive clothes and some beloved posters I was saving...are all ruined.  And the water's still leaking!  Grrahhhh...",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/27/09 10:59 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Musta been, I dunno, sleep-spelunking or somethin last night-cos I woke up with a fucked up knee. I'ma try to rest this wkend & rid myself of the Mysterious Plague of Atlanta that drained me all week; wish there was a cure for excessive nihilism, though. *makes face*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/23/09 11:10 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Ok...there are piles of ""junk that isn't supposed to be on my desk"" that keep getting bigger...while the things that are supposed to live on my desk are magically disappearing.  What fresh hell is this?!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/27/09 08:15 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","The Mighty Boosh is completely mad but completely awesome. It has soothed my disgruntled sadness with its peculiar brand of British inanity...and interpretive dance. *nodnod*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/26/09 05:30 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Today's sky is as grey as my default mood setting.  Sometimes it's rather exhausting being so exquisitely angst-ridden...*rolls eyes, sighs*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/23/09 06:00 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Gah...sick of feeling like crap! Gods deliver me from resilient falltime ailments...*brandishes stick menacingly...then gets dizzy and passes out*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/27/09 01:48 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","""I said he's a fairy I do suppose//flyin thru the air in pantyhose//he may be very sexy or even cute//but he looks like a sucka in a blue and red suit//I said you need a man who's got finesse//& his whole name across his chest//he may be able to fly all thru the night//but can he rock a party til the early light//he can't satisfy you with his little worm//but I can bust you out w my Super sperm!!"" Rapper's Delight on Superman",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/21/09 10:39 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Feelin' pretty lousy today...basically zombie-ing through work, and not in the fun way.  I feel like part of my brain is missing and has been replaced by canned air.  Bleah...Monday is definitely my least favorite day!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/26/09 07:07 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","I know it's gonna be a 'pajama weekend' when I find myself doing my weekend grocery shopping at the 7-11 at 5:30 a.m...",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/24/09 09:58 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Oy, Jiminator--this bring back any college memories, lol? ""I got BLOOD on my hands and there's no remorse; I got BLOOD on my DICK cause I fucked a corpse..."" When I hear it I think of you, haha! :D",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/29/09 12:08 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Faring alright, I s'pose...just sore, and scouring the universe for used Toyotas & Hondas...  Need transportation, STAT!  Anyone with input on the car front, please comment!  Hope everyone's Halloween rocked...",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/02/09 08:53 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","""Got an animated corpse//at my beck & call//you will find my skin cells underneath his fingernails//Carpet fibers from my car//Covering his coat and clinging to his follicles//Everyday we meet//Plot fourteen//As he hops in the front in the seat next to me//He can't wait til I tell him what I need//Then he nods a rotting head and then I set him free""",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/22/09 05:49 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","WTF...did I like, get Mono or something in Atlanta (and how would I get Mono there? I don't make out with my relatives, ew!)?  I've felt consistently crappy and out of it ever since I came back.  Meh.  In other news, thanks to Lorna, I have ""Unpack Your Adjectives"" stuck in my head, lol...",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/27/09 09:22 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Errghhh...insomnia suuuuucks! *whines, ears begin to bleed*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/27/09 01:11 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","2 people today mentioned that my Wall is disabled from being posted on...I didn't even know! Lol, changed it...post at will I guess. *shrug!* In other news...YAY CARTOONS! ""YEEES, we have no// bananas// todaaaaayyy!""",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/08/09 04:44 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Gah, bus schedules are confusing! *scratches head, which then explodes*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/05/09 05:36 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Ladies and gentlemen, we are floating in space... *zoned the fuck out*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/04/09 06:53 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","""Coming to work is like being raped by a paper factory.""--me (to my dadboss) on working at a law office.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/10/09 07:47 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","might have contracted the rockin' pneumonia...but I hope I don't get the boogie-woogie flu--it sounds repulsive!  By the way, I hate that song. (No, I'm not sick...I'm just a weirdo!)",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/11/09 06:54 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Almost forgot it was Sunday night...yay for new Venture Bros. eps!  (My preciousssss...)  But DUDE, who saw the Metalocalypse season premiere?  When that ""surprise thing"" happened I literally screamed in joy (woke up my dad, lol)!  Maybe semi-expected but still, WOOT!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/09/09 06:23 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Spacemen 3 are pretty good...but in moderation--too many songs in a row and they'll put you to sleep! Zzzzz...",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/05/09 04:51 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","""Woo-hah! Woo-hah! Got you all in check!"" LOL",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/06/09 12:40 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Checking out a car in the morning...hope it checks out--I'm not enjoying this carless whatnottery!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/06/09 04:13 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","God damn it...I need for my laptop to NOT freeze for 10 minutes before deciding to perhaps or perhaps not perform the command I've clicked...I need a car that isn't a fucking pretzel, or at least SOME form of viable transportation...I need ADD meds that don't leave me staring off into fucking space at work...GAHHH!  Very fucking frustrated!  Anyone with input re laptop or car, please comment...*sigh*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/03/09 03:45 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","It's insane how much time one has to spend on the telephone with basically everyone in Christendom after a big car accident...blahhhh...deliver me from being on hold all day! *glares at phone*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/04/09 04:45 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Meh.  Humans are a fickle species.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/23/09 02:17 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","About to go to bed so I can get up early to check out a car tomorrow morn...*crosses fingers* hope this one pans out; the longer I'm trapped, vehicleless, the more likely I am to go completely bloody mad!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/14/09 03:01 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","It's a DK kind of day. *nod*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/10/09 08:59 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","""*PROPNAME* could never have Superman's baby. Do you think her fallopian tubes could handle the sperm? I guarantee he blows a load like a shotgun right through her back...The only way he could bang regular chicks is with a kryptonite condom...but that would kill him!""",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/21/09 08:04 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Unproductive day...home sick & made no money, and no progress carwise...but at least I got some rest, I guess. *sigh*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/13/09 05:36 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Went and got the last of my stuff out of my...car...(read: twisted metal heap with fuzzy seats) this morning.  It was kind of sad...I apologized to Car (yeah, that's its name dammit, shut up) for smushing it, and hugged it goodbye, and then took the title to my mechanic so it can be junked.  Thusly, the day started in kind of a somber mood.  If only I could locate a sufficient replacement, though...",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/10/09 06:26 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Well, going to bed with a smile on my face.  Nice change from the rest of the week! Haha...somehow my facebook got switched to German for awhile...it was ok, 'cause I could read most of the German--just rather random!  This box asked me ""Was machts du gerade"" for half the night...lol.  Actually I might switch it back to German and leave it for awhile--it amuses me! :P",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/06/09 05:42 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Soooo frickin' psyched for Atlanta.  Getting the fuck outta LI, seeing my superawesome folks, finally getting some proper southern food, and maybe even checking out Decatur nightlife & Williams Street...the word of the day is ""YAAAYYYYY!""",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/14/09 03:34 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","""Hope in reality is the worst of all evils because it prolongs the torment of man.""--Friedrich Nietzsche",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/20/09 04:50 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Bah! Humbug! In other news, I really wanna see Ninja Assassin! In other news...eh, don't matter anyway, nevermind.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/07/09 09:45 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Car Search 2009=driving me mad! No jetpacks on ebay (I checked) so that's out. Rollerblading'd surely break my ass. Motorcycle=me smeared across the pavement. Mopeds are...small. No horse handy or I could Amish it up w// a little cart! Bikeseats hurt my delicate posterior. Boats don't travel well on land. Don't think Segways go fast enough to get anywhere-I'd probably fall off anyway. Hurry up & invent transporters!!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/06/09 08:19 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Having a mixed day: got less than 1 hour of sleep (and even that was interrupted sleep!), so I'm kinda white-knuckling it through the workday a bit...but also got the car 'legal' at the DMV--and it only took like 30 minutes!  Well, at least I'm too tired to think myself into a funk again!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/17/09 06:51 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","I just saw an...interesting...car commercial. According to said commercial, apparently ""Twilight's *PROPNAME*"" drives...a Volvo. A Volvo. A vampire...in a Volvo.* Wow...I didn't think that that character could get any lamer; I was wrong!  *No offense to Volvo owners, the cars are fine...but 'Mister (supposedly) SuperAwesome Vampire' driving one? LOL.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/11/09 12:41 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","is now friends with I NEED A FUCKING CAR!!!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/09/09 05:41 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","I gotta ask: why pirates OR ninjas?  Why not both?  Also, two interesting concepts I've recently discovered: Horror Cakes competition on Food Network tomorrow (one of them bleeds when you cut the cake! AWESOME!)...and a children's book series I saw in the bookstore recently, called Vampirates...I dig the name, and the concept...not sure about the execution though.  Still...intriguing!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/25/09 04:50 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Feeling quite content, in spite of all that 'ails' me. *quirks lips into a serene smile*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/19/09 10:12 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","""Hope in reality is the worst of all evils because it prolongs the torment of man.""--Friedrich Nietzsche ---------------------------------------- Yeah, fuck hope.  Let's try action!  Control what you CAN control.  Determination burns within me again.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/20/09 07:50 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Tired of introspection tonight; it leaves me...bereft...and the silence screams madly in my ears.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/17/09 05:52 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Finally got a car! 1998 Nissan Altima GXE w// 98,700 miles on it in pretty good shape. Mechanics aside, glad I have a car w// a stereo again. Don't like that it's white, but I took what I could get! Might either mural-paint or shop-repaint it if it annoys me enough.  Also had a really great weekend (Thank you, guys. Xoxo!)--nice change from the last few! Glad as hell I'm not stranded anymore!!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/17/09 12:23 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","is FREEZING!  Not feeling very good, either.  Hope it's a 'passing fancy' and not an Ailment!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/24/09 03:01 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Happy Halloween all! Stuck @ home recuperating from totaling my fuckin car yestermorn-they're right, it DOES hurt more the day after-but ""I'M NOT DEAD YET!!"" Great time last night tho-celebrating LIVING. Thanx to all who made it possible & who made it awesome! Yay Dethklok show, Asylum, & some fucking wonderful humans, including my rockin' friends & lotsa cool folks I met last night. *hugs the world, retreats to bed*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/01/09 04:06 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","I'm back from Atlanta, over 24 hours after I was s'posed to be...am worn the fuck out.  But had a great fuckin' time down there before the airtravel assraping!  So, yay to that! ;D",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/20/09 03:43 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","URGENT!!  Does anyone want to see SONIC YOUTH with DINOSAUR JR. TONIGHT at Terminal 5 in Manhattan (show starts 8 PM)??  Sean is sick and can't go so I have a FREE TICKET to the show, which is SOLD OUT otherwise.  If you're interested, drop me a text!! 631-714-9319.",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/21/09 08:44 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Sweet respite... *snooze*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",11/28/09 05:06 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Waking from a really good dream into harsh reality is one of the great cruelties of life.  *groggy and disgruntled*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/26/09 04:50 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","...and now back to my regularly scheduled severe dangerously-nihilistic depression. :D!!!1!1!!!1!!!!one!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",12/07/09 09:47 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","Bored with cartoons & porn...time to sleep I guess. *blink, shrug, yawn*",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/27/09 04:38 AM,169,12774.1,91.06,0.05,13457,0.48,0.28
"d7e500ad854a1b6ced39e53a525b8a6d","It just occurred to me that two of my favorite songs are punk songs about gruesome abortions (""Bodies"" by Sex Pistols and ""Die of Shame"" by Tilt)...man, I'm just not quite right, lol!",3.25,4.25,2.75,2.00,3.75,"n","y","n","n","n",10/22/09 06:35 PM,169,12774.1,91.06,0.05,13457,0.48,0.28
