"#AUTHID","STATUS","sEXT","sNEU","sAGR","sCON","sOPN","cEXT","cNEU","cAGR","cCON","cOPN","DATE","NETWORKSIZE","BETWEENNESS","NBETWEENNESS","DENSITY","BROKERAGE","NBROKERAGE","TRANSITIVITY"
"c3f4b3e345cb6b032db2e0459d179db3","And if a ten-ton truck kills the both of us - to die by your side, well, the pleasure, the privilege is mine.",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",09/16/09 01:16 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","finished the rough draft of my explication of The Mill.   *PROPNAME* is spectacular!",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",10/09/09 05:55 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","""It wasn't radioactive,"" the doctor said, ""it was a Brown Recluse spider."" ""Fuck that,"" I said, ""My spidey sense is tingling!"" ""That's nerve damage,"" he said.",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",09/20/09 02:31 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","the most interesting man in the world doesn't always eat soup. but when he does. he prefers cream of mushroom.",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",09/25/09 12:33 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","hug a vegetarian day!",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",09/25/09 02:43 PM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","I don't mean to seem disrespectful, officer. But god damn, I want like three of you.",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",10/18/09 11:33 PM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","NEW SNL!",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",09/27/09 03:37 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","i for one am loving the wind",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",09/28/09 09:45 PM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","also just got back from seeing the Chief dance.",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",10/03/09 01:35 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","needs something to do tomorrow//wednesday afternoon.. don't wana be around for fire code inspections.",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",10/13/09 04:17 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","slept in like nobody's business today. makin biscuits.",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",10/10/09 09:41 PM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","is making the coolest bracelet ever.",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",10/17/09 02:26 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","i've got troubled thoughts and the self esteem to match. what a catch, what a catch. -- the music video is delightful =]",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",08/06/09 07:13 PM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","check your time boy, check your time",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",08/08/09 02:27 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","is *PROPNAME*. Yes!",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",01/16/10 04:32 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","is watching SNL =D",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",08/23/09 03:43 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","superfastinternet is beautiful.",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",08/20/09 06:18 PM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","""Every generation had its socially-conscious youth: flappers, beatniks, hippies, punks... Today we have hipsters, but instead of contributing largely to a social cause, they're just a bunch of pretentious pricks.""",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",01/12/10 06:21 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","nap, two classes, headed home.",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",09/18/09 03:04 PM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","is just a teenage dirtbag, baby. Yeah I'm just a teenage dirtbag baby. Listen to Iron Maiden, baby, with me. Ooohoooooo.. =D",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",10/05/09 11:27 PM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","Truth and Beauty are wonderful words. But shrapnel is shrapnel. And at the end of the day I am alone with the things I have done.",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",09/23/09 05:07 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","ordered a real winter coat today! It's been long overdue.",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",10/14/09 02:52 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","is anticipating tonight's Criminal Minds!",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",09/30/09 07:57 PM,285,39451.6,98.17,0.02,39856,0.5,0.04
"c3f4b3e345cb6b032db2e0459d179db3","sophisticasherwood anderson",2.45,4.00,3.80,2.80,4.25,"n","y","y","n","y",10/11/09 12:07 AM,285,39451.6,98.17,0.02,39856,0.5,0.04
"83b6e605652dbf6915856eea1ce419bd","is watching Gossip Girl. This may mean I've failed to acquire taste.",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",09/27/09 01:48 AM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","MJ died :(",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",06/25/09 11:07 PM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","wants sleep",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",06/25/09 02:41 AM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","is going to the lone star ruby conf. in August!",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",07/31/09 11:05 PM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","Salvador Dali's distorted clocks were inspired by melting cheese. I'll never eat a grilled cheese sandwich the same way again.",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",08/08/09 01:48 AM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","I find it funny that I keep clicking on unfamiliar names and wondering ""When did I friend this person?"" and until I realize they got married.",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",07/27/09 11:28 PM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","thinks ice is the best puppy treat ever",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",09/07/09 04:23 PM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","puppy training classes then UGA football weee",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",10/03/09 03:08 PM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","wine + cheese + teebow's tears == fun",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",12/06/09 02:11 AM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","enjoying the latest Imogen Heap album",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",11/15/09 08:16 PM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","is in Atlanta",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",12/22/09 09:00 PM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","spending a night with 9 IBM programmers feels like a chapter out of Microserfs.",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",11/28/09 05:16 AM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","will miss Stadler.",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",07/23/09 11:41 PM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","I :heart ruby",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",08/27/09 10:26 PM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","made spicy coconut soup mmm",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",12/27/09 07:26 PM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","back in Austin",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",12/27/09 04:49 AM,356,59578.9,94.82,0.03,61533,0.49,0.17
"83b6e605652dbf6915856eea1ce419bd","just watched Back to the Future for the first time",2.50,2.00,3.00,4.25,2.50,"n","n","n","y","n",02/03/10 04:23 AM,356,59578.9,94.82,0.03,61533,0.49,0.17
"65266a09dc3d274bed54447cf4565392","argh y does everything need qualifications n not experience :(",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",09/29/09 11:24 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","gona miss u lots bojana :'(",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",06/17/09 01:44 AM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","is eating a yummy watermelon",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",06/24/09 01:36 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","aww i dont feel 2 good, think i ate 2 much :S",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",06/29/09 05:06 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","says y dont any1 take me 4 who i am :(",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",07/08/09 11:56 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","hehe need 2 stop doin all the fb quizzes :)",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",07/18/09 08:20 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","hehe 'What I'm Listening to' is kinda working on my wall, 2 bad its a lil slow at updating :P",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",07/26/09 12:34 AM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","we take life, we make life and now we must feast for the ones we love",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",07/30/09 01:27 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","we take life, we make life and now we must feast on the ones we love",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",07/30/09 01:28 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","IM SOOOOO HAPPY ITS FINALLY HERE, ITS BEEN SOOOO LONG SINCE WE LAST HAD A STORM :) booo all my cams suck they dont work at night, wish i got that 2day now!!! :'(",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",06/25/09 11:45 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","im so fuckin pissed off",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",08/22/09 09:05 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","hmm this ice lolly tastes of strawberry n apple flavored coolant -.-",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",06/23/09 02:30 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","hey any1 wana go2 the balcony next sat???",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",08/30/09 12:20 AM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392",":'(",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",07/03/09 08:20 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","lolz thx guys",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",09/13/09 12:08 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","lolz been so long since i logged on here :P",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",10/18/09 10:59 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","might go n c motorhead live at the end of the month :)",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",11/07/09 05:16 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","aww im bak, but i wana go bak 2 reading :(",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",10/28/09 03:03 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","cool we've got enough points on bejeweled 2 win the laptop, btw can i hav it if we do win :P",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",11/20/09 08:56 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","stupid avg, im gona get rid of u wen i upgrade 2 win7",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",11/18/09 06:39 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","busy designing characters boo wheres steve wen u really need him :(",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",08/10/09 01:33 AM,222,17150.1,70.55,0.09,22359,0.46,0.34
"65266a09dc3d274bed54447cf4565392","yay got my new laptop :) aww but now im pretty skint :(",2.90,2.65,3.45,3.45,4.00,"n","n","n","n","y",01/28/10 05:28 PM,222,17150.1,70.55,0.09,22359,0.46,0.34
"8f9d4ed5d16ed1a67d734196d29d1f6b","Who needs Twitter when you have Facebook?",4.33,2.00,4.17,3.67,4.40,"y","n","y","y","y",10/05/09 05:05 AM,145,9755.34,94.75,0.04,10042,0.49,0.14
"8f9d4ed5d16ed1a67d734196d29d1f6b","New Guitar Hero = Freeeeeeeeebiiiiiiiiiird!",4.33,2.00,4.17,3.67,4.40,"y","n","y","y","y",06/16/09 06:32 PM,145,9755.34,94.75,0.04,10042,0.49,0.14
"8f9d4ed5d16ed1a67d734196d29d1f6b","4 publications in 10 years, yo I can divide// That's one every let's say two, two of them shits was due// One was - NAHHH, the other was in the Journal of Mathematics// That's a one hot publication every ten year average// And that's so - LAAAAAAAME!",4.33,2.00,4.17,3.67,4.40,"y","n","y","y","y",06/25/09 02:27 AM,145,9755.34,94.75,0.04,10042,0.49,0.14
"8f9d4ed5d16ed1a67d734196d29d1f6b","BET Awards tonight at 8",4.33,2.00,4.17,3.67,4.40,"y","n","y","y","y",06/28/09 08:28 PM,145,9755.34,94.75,0.04,10042,0.49,0.14
"8f9d4ed5d16ed1a67d734196d29d1f6b","My personality spans, too numerous  A gentleman, intelligent, athletic, a thug and I'm humorous",4.33,2.00,4.17,3.67,4.40,"y","n","y","y","y",06/23/09 10:41 PM,145,9755.34,94.75,0.04,10042,0.49,0.14
"8f9d4ed5d16ed1a67d734196d29d1f6b","*PROPNAME*, *PROPNAME*, and *PROPNAME*: 3 great men doing great things in 2009.",4.33,2.00,4.17,3.67,4.40,"y","n","y","y","y",06/17/09 04:44 AM,145,9755.34,94.75,0.04,10042,0.49,0.14
"8f9d4ed5d16ed1a67d734196d29d1f6b","Can Obama will the US to victory over Brazil Sunday?",4.33,2.00,4.17,3.67,4.40,"y","n","y","y","y",06/27/09 11:24 PM,145,9755.34,94.75,0.04,10042,0.49,0.14
"8f9d4ed5d16ed1a67d734196d29d1f6b","Ok, who wants to go to LA with me Tuesday for the MJ memorial service?",4.33,2.00,4.17,3.67,4.40,"y","n","y","y","y",07/05/09 11:45 PM,145,9755.34,94.75,0.04,10042,0.49,0.14
"8f9d4ed5d16ed1a67d734196d29d1f6b","After 3 tracks of Illmatic in the car today, my grandma turns to me and says ""Turn off this noise and put on Michael Jackson!""  Priceless",4.33,2.00,4.17,3.67,4.40,"y","n","y","y","y",07/07/09 03:12 AM,145,9755.34,94.75,0.04,10042,0.49,0.14
